Timestamp,Occupancy,Capacity,QueueLength,TrafficConditionNearby,VehicleType,IsSpecialDay
2016-10-11 16:26:00,647,1322,2,low,truck,0
2016-10-11 16:26:00,507,690,2,low,car,0
2016-10-11 16:26:00,1136,2009,3,average,car,0
2016-10-11 16:26:00,2294,3883,2,low,truck,0
2016-10-11 16:26:00,1006,1920,2,low,car,0
2016-10-11 16:26:00,941,3103,2,low,car,0
2016-10-12 08:04:00,447,1322,2,low,car,0
2016-10-12 08:04:00,178,387,2,low,bike,0
2016-10-12 08:04:00,135,470,1,low,car,0
2016-10-12 08:04:00,608,1920,2,low,bike,0
2016-10-12 08:04:00,250,485,2,low,bike,0
2016-10-12 08:04:00,274,2803,2,low,car,0
2016-10-12 08:04:00,615,2937,2,low,car,0
2016-10-12 08:04:00,187,690,1,low,car,0
2016-10-12 08:04:00,679,3103,3,average,bike,0
2016-10-12 08:04:00,51,577,1,low,bike,0
2016-10-12 08:04:00,780,2009,2,low,car,0
2016-10-12 08:04:00,235,1200,2,low,bike,0
2016-10-12 08:04:00,1222,3883,2,low,bike,0
2016-10-12 08:04:00,333,687,2,low,car,0
2016-10-12 08:31:00,57,577,2,low,car,0
2016-10-12 08:31:00,1612,3883,1,low,bike,0
2016-10-12 08:31:00,734,1920,2,low,car,0
2016-10-12 08:31:00,355,687,2,low,bike,0
2016-10-12 08:31:00,201,470,2,low,car,0
2016-10-12 08:31:00,744,2937,3,average,car,0
2016-10-12 08:31:00,333,2803,2,average,truck,0
2016-10-12 08:31:00,836,2009,3,average,car,0
2016-10-12 08:31:00,259,485,1,low,cycle,0
2016-10-12 08:31:00,747,3103,3,low,car,0
2016-10-12 08:31:00,285,690,2,low,bike,0
2016-10-12 08:31:00,200,387,2,low,car,0
2016-10-12 08:31:00,307,1200,2,low,cycle,0
2016-10-12 08:31:00,481,1322,2,low,car,0
2016-10-12 09:03:00,233,387,3,low,car,0
2016-10-12 09:03:00,926,2937,3,low,car,0
2016-10-12 09:03:00,268,485,2,low,bike,0
2016-10-12 09:03:00,2149,3883,3,low,bike,0
2016-10-12 09:03:00,858,3103,4,average,bike,0
2016-10-12 09:03:00,526,1322,3,average,car,0
2016-10-12 09:03:00,435,1200,2,low,bike,0
2016-10-12 09:03:00,418,2803,3,low,car,0
2016-10-12 09:03:00,425,690,3,low,car,0
2016-10-12 09:03:00,289,470,2,low,truck,0
2016-10-12 09:03:00,931,2009,3,low,cycle,0
2016-10-12 09:03:00,64,577,1,low,bike,0
2016-10-12 09:03:00,405,687,3,low,car,0
2016-10-12 09:03:00,943,1920,2,low,car,0
2016-10-12 09:26:00,73,577,1,low,car,0
2016-10-12 09:26:00,461,2803,2,low,truck,0
2016-10-12 09:26:00,291,485,2,low,bike,0
2016-10-12 09:26:00,265,387,2,low,bike,0
2016-10-12 09:26:00,1024,2009,3,low,car,0
2016-10-12 09:26:00,439,687,2,low,truck,0
2016-10-12 09:26:00,485,690,3,low,bike,0
2016-10-12 09:26:00,926,3103,3,low,car,0
2016-10-12 09:26:00,536,1200,3,average,car,0
2016-10-12 09:26:00,335,470,2,low,car,0
2016-10-12 09:26:00,1097,1920,3,low,car,0
2016-10-12 09:26:00,585,1322,2,low,car,0
2016-10-12 09:26:00,1041,2937,3,low,car,0
2016-10-12 09:26:00,2484,3883,3,low,car,0
2016-10-12 10:01:00,1263,1920,3,low,car,0
2016-10-12 10:01:00,640,1200,3,low,car,0
2016-10-12 10:01:00,1151,2009,4,low,car,0
2016-10-12 10:01:00,1180,2937,4,low,cycle,0
2016-10-12 10:01:00,498,687,4,low,car,0
2016-10-12 10:01:00,653,1322,3,low,truck,0
2016-10-12 10:01:00,99,577,3,average,car,0
2016-10-12 10:01:00,564,690,3,average,car,0
2016-10-12 10:01:00,507,2803,3,low,cycle,0
2016-10-12 10:01:00,304,387,3,low,car,0
2016-10-12 10:01:00,2832,3883,5,low,bike,0
2016-10-12 10:01:00,383,470,3,low,bike,0
2016-10-12 10:01:00,1013,3103,4,low,car,0
2016-10-12 10:01:00,312,485,4,low,car,0
2016-10-12 10:31:00,696,1200,5,average,cycle,0
2016-10-12 10:31:00,2995,3883,5,average,cycle,0
2016-10-12 10:31:00,702,1322,3,average,car,0
2016-10-12 10:31:00,323,485,4,average,car,0
2016-10-12 10:31:00,541,2803,4,average,bike,0
2016-10-12 10:31:00,112,577,3,average,bike,0
2016-10-12 10:31:00,623,690,4,average,car,0
2016-10-12 10:31:00,1087,3103,4,average,car,0
2016-10-12 10:31:00,1271,2937,5,average,car,0
2016-10-12 10:31:00,1333,1920,5,average,car,0
2016-10-12 10:31:00,325,387,3,average,car,0
2016-10-12 10:31:00,432,470,4,average,car,0
2016-10-12 10:31:00,548,687,4,average,car,0
2016-10-12 10:31:00,1250,2009,5,average,car,0
2016-10-12 11:01:00,329,485,5,average,car,0
2016-10-12 11:04:00,580,687,6,average,bike,0
2016-10-12 11:04:00,462,470,7,high,car,0
2016-10-12 11:04:00,3092,3883,7,average,car,0
2016-10-12 11:04:00,554,2803,6,average,car,0
2016-10-12 11:04:00,127,577,4,average,bike,0
2016-10-12 11:04:00,328,387,5,average,bike,0
2016-10-12 11:04:00,1317,2937,6,average,car,0
2016-10-12 11:04:00,1374,1920,7,average,car,0
2016-10-12 11:04:00,728,1200,7,high,bike,0
2016-10-12 11:04:00,713,1322,6,average,car,0
2016-10-12 11:04:00,1136,3103,6,average,cycle,0
2016-10-12 11:04:00,1293,2009,6,average,car,0
2016-10-12 11:04:00,659,690,5,average,car,0
2016-10-12 11:31:00,342,387,7,high,cycle,0
2016-10-12 11:31:00,1392,1920,9,high,car,0
2016-10-12 11:31:00,1167,3103,6,average,bike,0
2016-10-12 11:31:00,333,485,5,average,bike,0
2016-10-12 11:31:00,600,687,5,average,car,0
2016-10-12 11:31:00,744,1200,6,average,truck,0
2016-10-12 11:31:00,576,2803,6,average,bike,0
2016-10-12 11:31:00,1338,2009,9,high,bike,0
2016-10-12 11:31:00,3131,3883,7,average,car,0
2016-10-12 11:31:00,738,1322,6,average,car,0
2016-10-12 11:31:00,128,577,4,average,car,0
2016-10-12 11:31:00,461,470,5,average,cycle,0
2016-10-12 11:31:00,666,690,5,average,car,0
2016-10-12 11:31:00,1341,2937,9,high,cycle,0
2016-10-12 12:04:00,345,387,8,high,car,0
2016-10-12 12:04:00,1376,2009,10,high,car,0
2016-10-12 12:04:00,469,470,8,high,car,0
2016-10-12 12:04:00,1205,3103,10,high,car,0
2016-10-12 12:04:00,1394,1920,9,high,car,0
2016-10-12 12:04:00,143,577,6,high,car,0
2016-10-12 12:04:00,338,485,8,high,cycle,0
2016-10-12 12:04:00,617,687,9,high,bike,0
2016-10-12 12:04:00,3140,3883,11,high,bike,0
2016-10-12 12:04:00,595,2803,8,high,cycle,0
2016-10-12 12:04:00,759,1322,8,high,car,0
2016-10-12 12:04:00,754,1200,8,high,bike,0
2016-10-12 12:04:00,676,690,8,high,car,0
2016-10-12 12:04:00,1359,2937,10,high,car,0
2016-10-12 12:31:00,343,387,8,high,bike,0
2016-10-12 12:31:00,3141,3883,11,high,car,0
2016-10-12 12:31:00,1226,3103,9,high,car,0
2016-10-12 12:31:00,462,470,8,high,bike,0
2016-10-12 12:31:00,158,577,5,average,car,0
2016-10-12 12:31:00,1351,2937,10,high,car,0
2016-10-12 12:31:00,341,485,8,high,car,0
2016-10-12 12:31:00,667,690,9,high,cycle,0
2016-10-12 12:31:00,633,687,8,high,car,0
2016-10-12 12:31:00,1404,2009,10,high,car,0
2016-10-12 12:31:00,595,2803,8,high,cycle,0
2016-10-12 12:31:00,755,1200,6,average,bike,0
2016-10-12 12:31:00,1407,1920,10,high,car,0
2016-10-12 12:31:00,771,1322,9,high,car,0
2016-10-12 13:04:00,752,1200,8,high,truck,0
2016-10-12 13:04:00,651,690,7,high,bike,0
2016-10-12 13:04:00,3129,3883,9,high,truck,0
2016-10-12 13:04:00,1431,2009,9,high,car,0
2016-10-12 13:04:00,348,485,4,average,cycle,0
2016-10-12 13:04:00,1344,2937,9,high,car,0
2016-10-12 13:04:00,1397,1920,8,high,cycle,0
2016-10-12 13:04:00,157,577,6,high,bike,0
2016-10-12 13:04:00,642,687,7,high,car,0
2016-10-12 13:04:00,448,470,7,high,car,0
2016-10-12 13:04:00,789,1322,8,high,cycle,0
2016-10-12 13:04:00,594,2803,8,high,car,0
2016-10-12 13:04:00,1239,3103,8,high,bike,0
2016-10-12 13:04:00,345,387,8,high,car,0
2016-10-12 13:34:00,345,387,7,high,cycle,0
2016-10-12 13:34:00,639,690,6,average,cycle,0
2016-10-12 13:34:00,3111,3883,9,high,car,0
2016-10-12 13:34:00,335,485,7,high,cycle,0
2016-10-12 13:34:00,631,687,8,high,bike,0
2016-10-12 13:34:00,1319,2937,8,high,car,0
2016-10-12 13:34:00,164,577,6,high,car,0
2016-10-12 13:34:00,1403,2009,9,high,car,0
2016-10-12 13:34:00,772,1322,8,high,car,0
2016-10-12 13:34:00,1390,1920,9,high,truck,0
2016-10-12 13:34:00,435,470,7,high,car,0
2016-10-12 13:34:00,593,2803,6,average,cycle,0
2016-10-12 13:34:00,757,1200,6,average,car,0
2016-10-12 13:34:00,1214,3103,8,high,car,0
2016-10-12 13:57:00,340,485,5,average,bike,0
2016-10-12 14:01:00,749,1200,6,high,car,0
2016-10-12 14:03:00,440,470,6,high,truck,0
2016-10-12 14:03:00,1202,3103,5,average,car,0
2016-10-12 14:03:00,3084,3883,5,average,bike,0
2016-10-12 14:03:00,612,687,4,average,car,0
2016-10-12 14:03:00,331,387,5,high,car,0
2016-10-12 14:03:00,640,690,6,high,car,0
2016-10-12 14:03:00,167,577,5,high,bike,0
2016-10-12 14:03:00,1369,2009,5,average,truck,0
2016-10-12 14:03:00,1374,1920,5,average,car,0
2016-10-12 14:03:00,582,2803,4,average,car,0
2016-10-12 14:03:00,757,1322,6,high,car,0
2016-10-12 14:03:00,1310,2937,5,average,truck,0
2016-10-12 14:34:00,1290,2937,5,average,car,0
2016-10-12 14:34:00,600,687,4,average,car,0
2016-10-12 14:34:00,635,690,4,average,cycle,0
2016-10-12 14:34:00,735,1322,4,average,bike,0
2016-10-12 14:34:00,1165,3103,7,high,car,0
2016-10-12 14:34:00,725,1200,4,average,bike,0
2016-10-12 14:34:00,325,485,4,average,car,0
2016-10-12 14:34:00,2986,3883,5,average,bike,0
2016-10-12 14:34:00,1335,2009,5,average,car,0
2016-10-12 14:34:00,1346,1920,5,average,car,0
2016-10-12 14:34:00,330,387,4,average,truck,0
2016-10-12 14:34:00,570,2803,5,high,car,0
2016-10-12 14:34:00,159,577,4,average,bike,0
2016-10-12 14:34:00,436,470,4,average,cycle,0
2016-10-12 15:01:00,1260,2937,3,low,car,0
2016-10-12 15:01:00,1294,2009,4,average,truck,0
2016-10-12 15:01:00,668,1200,2,low,bike,0
2016-10-12 15:01:00,557,2803,2,low,cycle,0
2016-10-12 15:01:00,321,387,3,average,cycle,0
2016-10-12 15:01:00,618,690,3,average,bike,0
2016-10-12 15:01:00,711,1322,2,low,car,0
2016-10-12 15:01:00,321,485,3,low,car,0
2016-10-12 15:01:00,1140,3103,3,low,cycle,0
2016-10-12 15:01:00,583,687,3,low,car,0
2016-10-12 15:01:00,2862,3883,3,low,car,0
2016-10-12 15:01:00,140,577,2,low,car,0
2016-10-12 15:01:00,1263,1920,4,low,car,0
2016-10-12 15:01:00,428,470,2,low,bike,0
2016-10-12 15:30:00,546,687,2,low,bike,0
2016-10-12 15:30:00,2725,3883,4,average,car,0
2016-10-12 15:30:00,1231,2009,3,low,car,0
2016-10-12 15:30:00,637,1200,3,low,car,0
2016-10-12 15:30:00,1205,1920,3,low,car,0
2016-10-12 15:30:00,313,387,2,low,car,0
2016-10-12 15:30:00,409,470,3,average,bike,0
2016-10-12 15:30:00,128,577,2,low,truck,0
2016-10-12 15:30:00,307,485,3,low,cycle,0
2016-10-12 15:30:00,589,690,3,low,bike,0
2016-10-12 15:30:00,1209,2937,3,low,car,0
2016-10-12 15:30:00,1088,3103,4,average,car,0
2016-10-12 15:30:00,685,1322,2,low,car,0
2016-10-12 15:30:00,548,2803,3,low,car,0
2016-10-12 15:57:00,525,2803,4,average,cycle,0
2016-10-12 15:57:00,1184,2009,3,low,car,0
2016-10-12 15:57:00,548,690,3,low,car,0
2016-10-12 15:57:00,121,577,2,low,car,0
2016-10-12 15:57:00,527,687,3,low,car,0
2016-10-12 15:57:00,1144,2937,3,average,car,0
2016-10-12 15:57:00,378,470,3,average,car,0
2016-10-12 15:57:00,1124,1920,3,low,car,0
2016-10-12 15:57:00,657,1322,3,low,car,0
2016-10-12 15:57:00,597,1200,3,average,cycle,0
2016-10-12 15:57:00,2559,3883,3,low,car,0
2016-10-12 15:57:00,299,387,2,low,bike,0
2016-10-12 15:57:00,1050,3103,2,low,car,0
2016-10-12 15:57:00,297,485,2,low,car,0
2016-10-12 16:31:00,273,387,2,low,car,0
2016-10-12 16:31:00,483,2803,2,low,car,0
2016-10-12 16:31:00,1075,2009,2,low,car,0
2016-10-12 16:31:00,524,1200,2,low,car,0
2016-10-12 16:31:00,961,3103,3,average,bike,0
2016-10-12 16:31:00,601,1322,2,low,car,0
2016-10-12 16:31:00,1046,2937,2,low,car,0
2016-10-12 16:31:00,496,690,2,low,car,0
2016-10-12 16:31:00,338,470,2,low,car,0
2016-10-12 16:31:00,277,485,2,low,car,0
2016-10-12 16:31:00,972,1920,2,low,car,0
2016-10-12 16:31:00,474,687,2,average,car,0
2016-10-12 16:31:00,2248,3883,2,low,bike,0
2016-10-12 16:31:00,111,577,2,average,cycle,0
2016-10-13 07:57:00,241,485,2,low,car,0
2016-10-13 07:57:00,532,1920,2,low,car,0
2016-10-13 07:57:00,656,3103,2,low,car,0
2016-10-13 07:57:00,1061,3883,2,low,bike,0
2016-10-13 07:57:00,120,387,1,low,car,0
2016-10-13 07:57:00,58,577,2,low,car,0
2016-10-13 07:57:00,379,1322,2,average,car,0
2016-10-13 07:57:00,197,2803,2,low,car,0
2016-10-13 07:57:00,123,470,1,low,car,0
2016-10-13 07:57:00,169,690,1,low,bike,0
2016-10-13 07:57:00,530,2937,2,low,truck,0
2016-10-13 07:57:00,338,687,2,average,car,0
2016-10-13 07:57:00,717,2009,3,average,car,0
2016-10-13 07:57:00,201,1200,1,low,car,0
2016-10-13 08:31:00,265,690,2,low,cycle,0
2016-10-13 08:31:00,413,1322,1,low,car,0
2016-10-13 08:31:00,65,577,1,low,car,0
2016-10-13 08:31:00,293,1200,2,low,car,0
2016-10-13 08:31:00,1591,3883,2,low,car,0
2016-10-13 08:31:00,369,687,2,low,car,0
2016-10-13 08:31:00,727,1920,2,low,truck,0
2016-10-13 08:31:00,742,3103,2,low,car,0
2016-10-13 08:31:00,654,2937,2,low,bike,0
2016-10-13 08:31:00,243,485,1,average,car,0
2016-10-13 08:31:00,218,470,1,low,bike,0
2016-10-13 08:31:00,782,2009,2,low,bike,0
2016-10-13 08:31:00,146,387,2,low,cycle,0
2016-10-13 08:31:00,276,2803,2,average,bike,0
2016-10-13 09:04:00,925,1920,3,low,truck,0
2016-10-13 09:04:00,245,485,2,low,car,0
2016-10-13 09:04:00,342,2803,3,low,bike,0
2016-10-13 09:04:00,426,687,3,average,car,0
2016-10-13 09:04:00,410,1200,2,low,car,0
2016-10-13 09:04:00,871,2009,3,low,car,0
2016-10-13 09:04:00,298,470,3,average,car,0
2016-10-13 09:04:00,396,690,2,low,car,0
2016-10-13 09:04:00,811,2937,3,low,car,0
2016-10-13 09:04:00,843,3103,3,low,car,0
2016-10-13 09:04:00,170,387,2,low,car,0
2016-10-13 09:04:00,445,1322,2,low,cycle,0
2016-10-13 09:04:00,76,577,2,low,car,0
2016-10-13 09:04:00,2095,3883,3,low,truck,0
2016-10-13 09:31:00,97,577,2,low,cycle,0
2016-10-13 09:31:00,394,2803,2,low,bike,0
2016-10-13 09:31:00,501,1322,3,low,car,0
2016-10-13 09:31:00,932,2009,3,low,truck,0
2016-10-13 09:31:00,542,1200,3,low,bike,0
2016-10-13 09:31:00,264,485,3,average,car,0
2016-10-13 09:31:00,431,687,2,low,bike,0
2016-10-13 09:31:00,342,470,2,low,cycle,0
2016-10-13 09:31:00,940,2937,3,low,car,0
2016-10-13 09:31:00,887,3103,3,low,bike,0
2016-10-13 09:31:00,1102,1920,3,low,car,0
2016-10-13 09:31:00,474,690,2,low,car,0
2016-10-13 09:31:00,2490,3883,3,low,cycle,0
2016-10-13 09:31:00,202,387,2,low,car,0
2016-10-13 09:57:00,474,687,3,low,bike,0
2016-10-13 09:57:00,127,577,2,low,bike,0
2016-10-13 09:57:00,298,485,2,low,cycle,0
2016-10-13 09:57:00,526,690,2,low,car,0
2016-10-13 09:57:00,1240,1920,3,low,car,0
2016-10-13 09:57:00,241,387,2,low,car,0
2016-10-13 09:57:00,452,2803,3,low,cycle,0
2016-10-13 09:57:00,983,3103,2,low,car,0
2016-10-13 09:57:00,2809,3883,3,low,cycle,0
2016-10-13 09:57:00,1052,2009,3,low,bike,0
2016-10-13 09:57:00,376,470,3,low,car,0
2016-10-13 09:57:00,624,1200,2,low,car,0
2016-10-13 09:57:00,1065,2937,3,low,car,0
2016-10-13 09:57:00,578,1322,2,low,truck,0
2016-10-13 10:31:00,1152,2937,5,average,car,0
2016-10-13 10:31:00,649,1322,4,average,car,0
2016-10-13 10:31:00,269,387,4,average,car,0
2016-10-13 10:31:00,682,1200,6,high,bike,0
2016-10-13 10:31:00,3017,3883,5,average,car,0
2016-10-13 10:31:00,1073,3103,5,average,car,0
2016-10-13 10:31:00,166,577,4,average,car,0
2016-10-13 10:31:00,516,687,4,average,bike,0
2016-10-13 10:31:00,330,485,4,average,car,0
2016-10-13 10:31:00,1322,1920,5,average,cycle,0
2016-10-13 10:31:00,553,690,5,average,car,0
2016-10-13 10:31:00,496,2803,5,high,car,0
2016-10-13 10:31:00,1165,2009,5,average,truck,0
2016-10-13 10:31:00,396,470,4,average,car,0
2016-10-13 11:04:00,412,470,5,average,truck,0
2016-10-13 11:04:00,1367,1920,7,average,truck,0
2016-10-13 11:04:00,300,387,5,average,car,0
2016-10-13 11:04:00,573,690,5,average,truck,0
2016-10-13 11:04:00,200,577,4,average,truck,0
2016-10-13 11:04:00,342,485,7,high,car,0
2016-10-13 11:04:00,3143,3883,7,average,bike,0
2016-10-13 11:04:00,715,1200,5,average,car,0
2016-10-13 11:04:00,1237,2009,6,average,car,0
2016-10-13 11:04:00,1215,2937,6,average,car,0
2016-10-13 11:04:00,532,687,5,average,truck,0
2016-10-13 11:04:00,705,1322,8,high,bike,0
2016-10-13 11:04:00,1114,3103,6,average,bike,0
2016-10-13 11:04:00,540,2803,8,high,car,0
2016-10-13 11:31:00,3181,3883,6,average,car,0
2016-10-13 11:31:00,344,485,6,average,cycle,0
2016-10-13 11:31:00,428,470,5,average,car,0
2016-10-13 11:31:00,1133,3103,8,high,car,0
2016-10-13 11:31:00,735,1200,5,average,car,0
2016-10-13 11:31:00,594,690,5,average,car,0
2016-10-13 11:31:00,1293,2009,9,high,car,0
2016-10-13 11:31:00,220,577,4,average,car,0
2016-10-13 11:31:00,333,387,5,average,car,0
2016-10-13 11:31:00,744,1322,6,average,bike,0
2016-10-13 11:31:00,549,687,5,average,truck,0
2016-10-13 11:31:00,573,2803,5,average,car,0
2016-10-13 11:31:00,1393,1920,6,average,car,0
2016-10-13 11:31:00,1271,2937,6,average,bike,0
2016-10-13 11:57:00,1425,1920,6,average,truck,0
2016-10-13 11:57:00,348,485,6,average,bike,0
2016-10-13 11:57:00,230,577,4,average,car,0
2016-10-13 11:57:00,3210,3883,7,average,car,0
2016-10-13 11:57:00,766,1322,6,average,bike,0
2016-10-13 11:57:00,1301,2937,9,high,car,0
2016-10-13 11:57:00,588,2803,6,average,car,0
2016-10-13 11:57:00,610,690,5,average,bike,0
2016-10-13 11:57:00,438,470,5,average,truck,0
2016-10-13 11:57:00,1334,2009,5,average,cycle,0
2016-10-13 11:57:00,1161,3103,6,average,truck,0
2016-10-13 11:57:00,568,687,5,average,car,0
2016-10-13 11:57:00,755,1200,5,average,bike,0
2016-10-13 11:57:00,343,387,8,high,bike,0
2016-10-13 12:31:00,1355,2009,10,high,bike,0
2016-10-13 12:31:00,1183,3103,7,average,bike,0
2016-10-13 12:31:00,231,577,7,high,cycle,0
2016-10-13 12:31:00,578,687,9,high,car,0
2016-10-13 12:31:00,760,1200,8,high,car,0
2016-10-13 12:31:00,342,387,8,high,truck,0
2016-10-13 12:31:00,614,690,9,high,car,0
2016-10-13 12:31:00,356,485,7,high,bike,0
2016-10-13 12:31:00,1312,2937,10,high,car,0
2016-10-13 12:31:00,440,470,8,high,truck,0
2016-10-13 12:31:00,1428,1920,10,high,car,0
2016-10-13 12:31:00,591,2803,9,high,car,0
2016-10-13 12:31:00,777,1322,6,average,bike,0
2016-10-13 12:31:00,3222,3883,11,high,cycle,0
2016-10-13 13:04:00,1376,2009,9,high,car,0
2016-10-13 13:04:00,610,690,6,average,bike,0
2016-10-13 13:04:00,337,387,7,high,cycle,0
2016-10-13 13:04:00,1305,2937,9,high,car,0
2016-10-13 13:04:00,601,687,8,high,bike,0
2016-10-13 13:04:00,436,470,7,high,car,0
2016-10-13 13:04:00,214,577,6,high,car,0
2016-10-13 13:04:00,1428,1920,9,high,bike,0
2016-10-13 13:04:00,597,2803,8,high,truck,0
2016-10-13 13:04:00,775,1322,7,high,car,0
2016-10-13 13:04:00,3196,3883,9,high,truck,0
2016-10-13 13:04:00,1219,3103,8,high,cycle,0
2016-10-13 13:04:00,764,1200,8,high,car,0
2016-10-13 13:04:00,358,485,7,high,car,0
2016-10-13 13:31:00,1309,2937,9,high,cycle,0
2016-10-13 13:31:00,783,1322,9,high,car,0
2016-10-13 13:31:00,1210,3103,6,average,bike,0
2016-10-13 13:31:00,759,1200,8,high,car,0
2016-10-13 13:31:00,433,470,7,high,car,0
2016-10-13 13:31:00,341,387,7,high,car,0
2016-10-13 13:31:00,589,687,8,high,car,0
2016-10-13 13:31:00,609,690,6,average,bike,0
2016-10-13 13:31:00,1426,1920,9,high,car,0
2016-10-13 13:31:00,359,485,7,high,cycle,0
2016-10-13 13:31:00,3188,3883,7,average,car,0
2016-10-13 13:31:00,1372,2009,9,high,bike,0
2016-10-13 13:31:00,603,2803,7,high,bike,0
2016-10-13 13:31:00,203,577,6,high,cycle,0
2016-10-13 13:57:00,788,1322,6,average,bike,0
2016-10-13 13:57:00,432,470,5,average,car,0
2016-10-13 13:57:00,205,577,5,average,car,0
2016-10-13 13:57:00,363,485,7,high,cycle,0
2016-10-13 13:57:00,344,387,7,high,car,0
2016-10-13 13:57:00,583,687,6,average,car,0
2016-10-13 13:57:00,1205,3103,6,average,bike,0
2016-10-13 13:57:00,602,690,5,average,truck,0
2016-10-13 13:57:00,1309,2937,7,average,cycle,0
2016-10-13 13:57:00,747,1200,8,high,car,0
2016-10-13 13:57:00,3143,3883,6,average,truck,0
2016-10-13 13:57:00,1402,1920,9,high,bike,0
2016-10-13 13:57:00,603,2803,6,average,car,0
2016-10-13 13:57:00,1371,2009,9,high,car,0
2016-10-13 14:31:00,1366,1920,5,average,car,0
2016-10-13 14:31:00,1186,3103,6,high,car,0
2016-10-13 14:31:00,1353,2009,5,average,bike,0
2016-10-13 14:31:00,181,577,4,average,truck,0
2016-10-13 14:31:00,721,1200,4,average,car,0
2016-10-13 14:31:00,568,2803,4,average,truck,0
2016-10-13 14:31:00,412,470,4,average,bike,0
2016-10-13 14:31:00,325,387,3,average,car,0
2016-10-13 14:31:00,1267,2937,5,average,cycle,0
2016-10-13 14:31:00,3055,3883,7,high,car,0
2016-10-13 14:31:00,576,690,4,average,car,0
2016-10-13 14:31:00,577,687,4,average,car,0
2016-10-13 14:31:00,366,485,6,high,bike,0
2016-10-13 14:31:00,776,1322,4,average,car,0
2016-10-13 15:04:00,568,690,3,average,car,0
2016-10-13 15:04:00,554,2803,2,low,car,0
2016-10-13 15:04:00,315,387,2,low,car,0
2016-10-13 15:04:00,548,687,3,low,bike,0
2016-10-13 15:04:00,1141,3103,3,low,bike,0
2016-10-13 15:04:00,2945,3883,3,low,cycle,0
2016-10-13 15:04:00,1335,1920,3,low,car,0
2016-10-13 15:04:00,408,470,2,low,car,0
2016-10-13 15:04:00,740,1322,3,low,car,0
2016-10-13 15:04:00,354,485,3,low,car,0
2016-10-13 15:04:00,162,577,2,low,car,0
2016-10-13 15:04:00,1237,2937,3,low,car,0
2016-10-13 15:04:00,1288,2009,4,average,truck,0
2016-10-13 15:04:00,699,1200,3,low,car,0
2016-10-13 15:31:00,687,1200,3,low,car,0
2016-10-13 15:31:00,2822,3883,3,low,car,0
2016-10-13 15:31:00,144,577,2,low,cycle,0
2016-10-13 15:31:00,1252,2009,3,low,car,0
2016-10-13 15:31:00,345,485,2,low,bike,0
2016-10-13 15:31:00,1292,1920,3,low,truck,0
2016-10-13 15:31:00,545,690,3,average,car,0
2016-10-13 15:31:00,536,2803,2,low,car,0
2016-10-13 15:31:00,1205,2937,3,low,truck,0
2016-10-13 15:31:00,315,387,3,low,bike,0
2016-10-13 15:31:00,1089,3103,3,low,car,0
2016-10-13 15:31:00,523,687,2,low,truck,0
2016-10-13 15:31:00,729,1322,4,average,car,0
2016-10-13 15:31:00,390,470,3,low,car,0
2016-10-13 16:04:00,512,690,2,low,car,0
2016-10-13 16:04:00,323,485,3,low,car,0
2016-10-13 16:04:00,1152,2937,2,low,cycle,0
2016-10-13 16:04:00,1205,2009,2,low,car,0
2016-10-13 16:04:00,132,577,2,low,car,0
2016-10-13 16:04:00,706,1322,3,average,car,0
2016-10-13 16:04:00,368,470,3,average,car,0
2016-10-13 16:04:00,499,687,3,low,car,0
2016-10-13 16:04:00,2633,3883,3,low,cycle,0
2016-10-13 16:04:00,1204,1920,3,low,car,0
2016-10-13 16:04:00,317,387,2,low,truck,0
2016-10-13 16:04:00,1017,3103,3,low,bike,0
2016-10-13 16:04:00,512,2803,2,low,car,0
2016-10-13 16:04:00,647,1200,2,low,car,0
2016-10-13 16:31:00,665,1322,2,low,truck,0
2016-10-13 16:31:00,296,387,3,average,car,0
2016-10-13 16:31:00,466,2803,2,low,car,0
2016-10-13 16:31:00,1060,2937,2,low,cycle,0
2016-10-13 16:31:00,2320,3883,3,low,truck,0
2016-10-13 16:31:00,1069,1920,2,low,car,0
2016-10-13 16:31:00,947,3103,3,average,car,0
2016-10-13 16:31:00,130,577,2,low,car,0
2016-10-13 16:31:00,1133,2009,2,low,bike,0
2016-10-13 16:31:00,586,1200,3,average,car,0
2016-10-13 16:31:00,309,485,2,low,car,0
2016-10-13 16:31:00,468,687,2,low,cycle,0
2016-10-13 16:31:00,322,470,2,low,cycle,0
2016-10-13 16:31:00,455,690,2,low,bike,0
2016-10-14 08:01:00,321,687,2,low,car,0
2016-10-14 08:01:00,53,577,1,low,car,0
2016-10-14 08:01:00,170,690,2,average,car,0
2016-10-14 08:01:00,263,485,1,low,car,0
2016-10-14 08:01:00,1070,3883,3,low,car,0
2016-10-14 08:01:00,692,3103,3,low,car,0
2016-10-14 08:01:00,203,2803,2,low,truck,0
2016-10-14 08:01:00,528,2937,2,low,car,0
2016-10-14 08:01:00,213,1200,2,low,bike,0
2016-10-14 08:01:00,112,470,2,average,car,0
2016-10-14 08:01:00,378,1322,2,low,car,0
2016-10-14 08:01:00,699,2009,3,average,car,0
2016-10-14 08:01:00,95,387,1,low,truck,0
2016-10-14 08:01:00,556,1920,2,low,bike,0
2016-10-14 08:27:00,689,1920,2,low,car,0
2016-10-14 08:27:00,416,1322,2,low,car,0
2016-10-14 08:27:00,345,687,1,low,bike,0
2016-10-14 08:27:00,268,2803,2,low,car,0
